"","formula","exit_status.LTL2SDBA","exit_status.LTL2SDBA+Opt","exit_status.S+S","exit_status.S+SOpt","exit_status.ltl2ldba","exit_status.ltl2ldbaOpt","exit_code.LTL2SDBA","exit_code.LTL2SDBA+Opt","exit_code.S+S","exit_code.S+SOpt","exit_code.ltl2ldba","exit_code.ltl2ldbaOpt","time.LTL2SDBA","time.LTL2SDBA+Opt","time.S+S","time.S+SOpt","time.ltl2ldba","time.ltl2ldbaOpt","states.LTL2SDBA","states.LTL2SDBA+Opt","states.S+S","states.S+SOpt","states.ltl2ldba","states.ltl2ldbaOpt","edges.LTL2SDBA","edges.LTL2SDBA+Opt","edges.S+S","edges.S+SOpt","edges.ltl2ldba","edges.ltl2ldbaOpt","transitions.LTL2SDBA","transitions.LTL2SDBA+Opt","transitions.S+S","transitions.S+SOpt","transitions.ltl2ldba","transitions.ltl2ldbaOpt","acc.LTL2SDBA","acc.LTL2SDBA+Opt","acc.S+S","acc.S+SOpt","acc.ltl2ldba","acc.ltl2ldbaOpt","scc.LTL2SDBA","scc.LTL2SDBA+Opt","scc.S+S","scc.S+SOpt","scc.ltl2ldba","scc.ltl2ldbaOpt","nondet_states.LTL2SDBA","nondet_states.LTL2SDBA+Opt","nondet_states.S+S","nondet_states.S+SOpt","nondet_states.ltl2ldba","nondet_states.ltl2ldbaOpt","nondet_aut.LTL2SDBA","nondet_aut.LTL2SDBA+Opt","nondet_aut.S+S","nondet_aut.S+SOpt","nondet_aut.ltl2ldba","nondet_aut.ltl2ldbaOpt","complete_aut.LTL2SDBA","complete_aut.LTL2SDBA+Opt","complete_aut.S+S","complete_aut.S+SOpt","complete_aut.ltl2ldba","complete_aut.ltl2ldbaOpt","product_states.LTL2SDBA","product_states.LTL2SDBA+Opt","product_states.S+S","product_states.S+SOpt","product_states.ltl2ldba","product_states.ltl2ldbaOpt","product_transitions.LTL2SDBA","product_transitions.LTL2SDBA+Opt","product_transitions.S+S","product_transitions.S+SOpt","product_transitions.ltl2ldba","product_transitions.ltl2ldbaOpt","product_scc.LTL2SDBA","product_scc.LTL2SDBA+Opt","product_scc.S+S","product_scc.S+SOpt","product_scc.ltl2ldba","product_scc.ltl2ldbaOpt"
"265","G(((p0) & (p1)) -> ((p2) | (!((p3) & (p4)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00605944,0.0219636,0.0180068,0.021031,0.928408,0.940762,2,2,1,1,1,1,3,2,1,1,1,1,93,62,31,31,31,31,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,11973,4008,3991,3991,3991,3991,2,2,1,1,1,1
"266","G(((p0) & (p1)) -> ((p2) | (p3) | (!((p4) & (p5)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0264808,0.0338722,0.0194919,0.0235752,1.04906,1.08034,2,2,1,1,1,1,3,2,1,1,1,1,189,126,63,63,63,63,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,12162,4077,4054,4054,4054,4054,2,2,1,1,1,1
"267","G(((p0) & (p1)) -> ((p2) | (p3) | (p4) | (!((p5) & (p6)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0759899,0.0910348,0.022255,0.0252185,1.13518,1.23252,2,2,1,1,1,1,3,2,1,1,1,1,381,254,127,127,127,127,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,12531,4194,4177,4177,4177,4177,2,2,1,1,1,1
"268","G(((p0) & (p1)) -> ((p2) | (p3) | (p4) | (p5) | (!((p6) & (p7)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.26732,0.303491,0.0209102,0.0274318,1.02191,1.11857,2,2,1,1,1,1,3,2,1,1,1,1,765,510,255,255,255,255,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,12558,4203,4186,4186,4186,4186,2,2,1,1,1,1
"269","G(((p0) -> (!(p1))) & ((p1) -> (!(p0))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.002628,0.0101361,0.0188752,0.021372,1.27192,1.20581,2,2,1,1,1,1,3,2,1,1,1,1,9,6,3,3,3,3,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,9366,3140,3122,3122,3122,3122,2,2,1,1,1,1
"270","G(((p0) -> (F(!(p0)))) & ((!(p0)) -> (F(p0))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00348306,0.00963195,0.0136157,0.0202666,0.927901,0.932403,7,3,1,1,2,2,20,6,2,2,4,4,20,6,2,2,4,4,1,1,2,2,1,1,3,2,1,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1201,401,200,200,400,400,33894,8487,4230,4230,8460,8460,3,2,1,1,1,1
"271","G(((p0) -> (F(p1))) & ((p2) -> (F(p3))) & ((p4) -> (F(p5))) & ((p6) -> (F(p7))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,3.92908,26.747,0.0427372,0.0546784,1.25375,1.27964,257,82,16,16,33,33,6833,1438,256,256,528,528,69888,22272,4096,4096,8448,8448,1,1,4,4,1,1,2,2,1,1,1,1,16,15,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,28288,13797,2927,2927,5778,5778,641653,302395,60134,60134,118662,118662,588,69,1,1,1,1
"272","G((F(p0)) & (F(!(p0))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00326532,0.00913059,0.017789,0.0203827,0.857827,0.789003,7,3,1,1,2,2,20,6,2,2,4,4,20,6,2,2,4,4,1,1,2,2,1,1,3,2,1,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1201,401,200,200,400,400,34138,8543,4263,4263,8526,8526,3,2,1,1,1,1
"273","G((F(p1)) & (F(p0)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00400352,0.0113942,0.0174323,0.0216925,0.813758,0.828421,13,5,1,1,2,2,68,18,4,4,5,5,68,20,4,4,8,8,1,1,2,2,1,1,2,2,1,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2584,799,200,200,400,400,71216,16835,4214,4214,8428,8428,2,2,1,1,1,1
"274","G((p0) & (X(F((p1) & (X(F((p2) & (X(F(p3))))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0255928,0.0371327,0.0207361,0.0254375,1.01892,1.01261,42,9,1,1,3,3,419,55,8,8,10,10,546,80,8,8,24,24,1,1,3,3,1,1,9,2,1,1,1,1,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6238,1613,200,200,598,598,103713,18745,2068,2068,6182,6182,67,7,1,1,1,1
"275","G((p0) -> ((!(p1)) U ((p1) U ((!(p1)) & ((p2) R (!(p1)))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00493463,0.0210154,0.0227646,0.0306384,1.15451,1.17302,13,9,8,8,9,9,52,29,28,26,45,29,119,75,69,65,116,84,1,1,1,1,1,1,3,3,2,2,3,3,4,2,3,2,4,3,1,1,1,1,1,1,0,0,0,0,0,0,2586,1792,1592,1592,1792,1792,61058,38519,35446,33443,59687,43394,18,3,2,2,3,3
"276","G((p0) -> ((!(p1)) U ((p1) U ((!(p1)) U ((p1) U ((p1) & (p2)))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00551398,0.0237212,0.0208011,0.0252525,1.08909,0.998755,16,6,5,5,5,5,70,17,14,14,14,14,159,44,36,36,36,36,1,1,1,1,1,1,2,2,1,1,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3186,997,996,996,996,996,82696,18758,18735,18735,18735,18735,19,2,1,1,1,1
"277","G((p0) -> ((!(p1)) U ((p1) U ((p1) & (p2)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0040692,0.0148041,0.0191884,0.0233243,0.993538,1.02596,8,4,3,3,3,3,32,11,8,8,8,8,72,28,20,20,20,20,1,1,1,1,1,1,2,2,1,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1600,601,600,600,600,600,38784,10797,10772,10772,10772,10772,2,2,1,1,1,1
"278","G((p0) -> (((!((!(p1)) & (p2) & (X((!(p1)) U ((!(p1)) & (p3)))))) U ((p1) | (p4))) | (G(!((p2) & (X(F(p3))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0897267,0.105648,0.0227508,0.024476,1.19727,1.33356,67,18,3,3,24,14,256,51,8,8,140,59,1826,510,88,88,1082,573,1,1,1,1,1,1,41,11,1,1,14,7,8,5,0,0,5,5,1,1,0,0,1,1,0,0,0,0,0,0,11666,3456,580,580,4393,2674,207990,63768,11062,11062,128463,70943,1448,590,1,1,1277,61
"279","G((p0) -> (((!(p1)) & (!(p2))) U ((p2) | (((p1) & (!(p2))) U ((p2) | (((!(p1)) & (!(p2))) U ((p2) & (((p1) & (!(p2))) U ((p2) | (G(p1)) | ((!(p1)) W (p2)))))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00472264,0.0215802,0.0205528,0.023606,1.27427,1.30778,12,5,4,4,16,5,50,14,11,11,70,14,121,38,30,30,180,38,1,1,1,1,1,1,2,2,1,1,8,2,4,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,2382,796,795,795,3180,796,62457,15533,15510,15510,93060,15533,21,2,1,1,601,2
"280","G((p0) -> ((((p1) & (X((!(p2)) U (p3)))) -> (X((!(p2)) U ((p3) & (F(p4)))))) U ((p2) | (G(((p1) & (X((!(p2)) U (p3)))) -> (X((!(p2)) U ((p3) & (F(p4))))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.137564,0.313245,0.0589674,0.101543,1.41831,1.42795,114,31,32,24,48,26,779,188,239,157,374,162,3600,1118,1160,840,2160,1084,1,1,1,1,1,1,53,11,4,4,18,7,8,9,10,6,8,8,1,1,1,1,1,1,0,0,0,0,0,0,21714,6116,6168,4694,9432,5119,441851,141590,143858,105528,271697,137260,2684,478,6,6,1659,392
"281","G((p0) -> (((p1) -> ((!(p2)) U ((!(p2)) & (p3) & (X((!(p2)) U (p4)))))) U ((p2) | (G((p1) -> ((p3) & (X(F(p4)))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0883884,0.123848,0.0385821,0.0413469,1.25807,1.34096,74,14,12,12,21,14,476,52,48,45,117,59,1904,402,400,364,806,504,1,1,1,1,1,1,34,7,4,5,11,4,12,4,5,3,7,7,1,1,1,1,1,1,0,0,0,0,0,0,13696,2749,2394,2392,4175,2794,231221,51376,51889,47220,104208,65474,1181,758,4,202,548,19
"282","G((p0) -> ((F(p1)) -> ((!(p1)) U ((p2) | ((!(p1)) & (p3) & (X((!(p1)) U (p4))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0175603,0.0383336,0.0204298,0.0270835,1.30059,1.15608,21,15,3,3,9,9,120,74,9,9,47,37,635,477,78,78,378,304,1,1,1,1,1,1,7,6,1,1,3,3,4,4,0,0,3,3,1,1,0,0,1,1,0,0,0,0,0,0,3767,2780,583,583,1708,1708,75491,58197,9845,9845,47121,37797,253,322,1,1,59,59
"283","G((p0) -> ((G(!(p1))) | ((!(p2)) U (p1))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00415844,0.0209227,0.0196909,0.0278613,1.02568,1.04109,12,6,3,3,6,5,35,13,7,7,23,13,89,43,20,20,70,49,1,1,1,1,1,1,9,4,2,2,4,3,3,1,0,0,3,2,1,1,0,0,1,1,0,0,0,0,0,0,2394,1198,599,599,1198,998,47489,22934,10702,10702,37377,26103,50,203,2,2,4,3
"284","G((p0) -> ((p1) & ((p2) U (p3))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0161011,0.015302,0.0394941,0.0166002,0.858816,0.964508,6,3,2,2,2,2,18,6,4,4,4,4,75,31,20,20,20,20,1,1,1,1,1,1,3,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1176,393,392,392,392,392,19192,5156,5140,5140,5140,5140,4,2,1,1,1,1
"285","G((p0) -> ((p1) R (!(p2))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00420932,0.0165544,0.0186539,0.0236858,0.883045,0.80923,6,5,2,2,2,2,17,12,4,4,4,4,42,34,10,10,10,10,1,1,1,1,1,1,3,3,1,1,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1197,998,399,399,399,399,22006,17814,5236,5236,5236,5236,3,3,1,1,1,1
"286","G((p0) -> ((p1) R ((p1) | (!(p2)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00426186,0.0183241,0.0183474,0.0223633,0.886447,0.876514,6,5,2,2,2,2,17,12,4,4,4,4,57,45,13,13,13,13,1,1,1,1,1,1,3,3,1,1,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1197,998,399,399,399,399,29960,23636,6821,6821,6821,6821,3,3,1,1,1,1
"287","G((p0) -> ((p1) U ((!(p1)) U ((!(p2)) | (p3)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00419249,0.0173032,0.0188101,0.0221475,0.968574,0.974432,8,4,3,3,3,3,32,11,8,8,8,8,168,62,46,46,46,46,1,1,1,1,1,1,2,2,1,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1512,572,571,571,571,571,41458,11432,11414,11414,11414,11414,2,2,1,1,1,1
"288","G((p0) -> ((p1) U ((!(p1)) U ((p2) | (p3)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00692542,0.0250194,0.0483764,0.0329004,1.12873,1.05449,8,4,3,3,3,3,32,11,8,8,8,8,168,62,46,46,46,46,1,1,1,1,1,1,2,2,1,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1485,563,562,562,562,562,40804,11263,11245,11245,11245,11245,2,2,1,1,1,1
"289","G((p0) -> ((p1) U ((G(p2)) | (G(p3)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0210784,0.0212035,0.0213191,0.0269738,0.854453,1.01226,35,7,7,7,8,5,203,13,15,13,38,11,448,92,108,92,173,88,1,1,1,1,1,1,27,7,7,7,8,5,4,2,4,2,5,2,1,1,1,1,1,1,0,0,0,0,0,0,6642,1400,1400,1400,1597,1000,108342,23326,27425,23326,43773,22118,1340,405,7,405,8,5
"290","G((p0) -> ((p1) U (p2)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0045176,0.019244,0.0191663,0.0225898,0.9292,0.990662,5,3,2,2,2,2,15,6,4,4,4,4,45,20,13,13,13,13,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,401,400,400,400,400,23070,6683,6664,6664,6664,6664,2,2,1,1,1,1
"291","G((p0) -> (F(!(p1))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00396901,0.022371,0.0243629,0.0230013,0.781042,0.846449,5,3,2,2,2,2,15,6,4,4,4,4,28,12,8,8,8,8,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1000,401,400,400,400,400,29337,8404,8382,8382,8382,8382,2,2,1,1,1,1
"292","G((p0) -> (F(((!(p0)) & (p1) & (p2) & (p3)) -> (F(p4)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00304142,0.00959733,0.0190028,0.0214803,0.907197,1.0253,2,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,32,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,400,200,200,200,200,200,12465,4155,4155,4155,4155,4155,2,1,1,1,1,1
"293","G((p0) -> (F(((p1) & (p2)) -> (F(p3)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00405241,0.0205578,0.02157,0.0247558,1.05097,0.987277,5,3,2,2,2,2,15,6,4,4,4,4,112,48,32,32,32,32,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,975,393,392,392,392,392,28376,8160,8138,8138,8138,8138,2,2,1,1,1,1
"294","G((p0) -> (F((p0) & (p1))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0035712,0.0100771,0.0138377,0.0211216,0.757136,0.770531,5,3,2,2,2,2,15,6,4,4,4,4,28,12,8,8,8,8,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1000,401,400,400,400,400,29127,8339,8322,8322,8322,8322,2,2,1,1,1,1
"295","G((p0) -> (F((p1) & (!(p2)) & (X((!(p2)) U (p3))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0135011,0.0225545,0.0391861,0.0440152,1.04738,1.0477,15,7,14,10,5,5,81,26,62,38,19,19,277,121,238,166,80,80,1,1,1,1,1,1,6,2,4,4,1,1,4,2,4,3,0,0,1,1,1,1,0,0,0,0,0,0,1,1,2929,1388,2743,1974,969,969,68952,30609,59460,41962,19821,19821,242,3,11,35,1,1
"296","G((p0) -> (F((p1) & (X(F(p2))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00530404,0.0199813,0.0239307,0.0355885,1.09756,1.10861,15,7,14,10,5,5,77,24,60,36,17,17,161,67,136,88,40,40,1,1,1,1,1,1,6,2,4,4,1,1,4,2,4,3,0,0,1,1,1,1,0,0,1,0,1,0,1,1,3000,1400,2799,2000,999,999,85785,35649,72385,46786,21291,21291,52,2,4,4,1,1
"297","G((p0) -> (F((p1) & (p2))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00433359,0.0101087,0.0196342,0.0221155,0.809076,0.859725,5,3,2,2,2,2,15,6,4,4,4,4,56,24,16,16,16,16,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1000,401,400,400,400,400,28679,8214,8194,8194,8194,8194,2,2,1,1,1,1
"298","G((p0) -> (F((p1) -> (F(p2)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00338506,0.0101303,0.0160682,0.0214759,0.927899,0.912085,5,3,2,2,2,2,15,6,4,4,4,4,56,24,16,16,16,16,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,994,399,398,398,398,398,29288,8391,8374,8374,8374,8374,2,2,1,1,1,1
"299","G((p0) -> (F((p1) | (p2))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0064944,0.0165317,0.0175279,0.0228703,0.785457,0.830979,5,3,2,2,2,2,15,6,4,4,4,4,56,24,16,16,16,16,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1000,401,400,400,400,400,30457,8723,8702,8702,8702,8702,2,2,1,1,1,1
"300","G((p0) -> (F(p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00514647,0.0227514,0.0238253,0.0292674,0.791052,0.864904,5,3,2,2,2,2,15,6,4,4,4,4,28,12,8,8,8,8,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1000,401,400,400,400,400,29680,8506,8480,8480,8480,8480,2,2,1,1,1,1
"301","G((p0) -> (G(!(p1))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0045464,0.00971974,0.0203836,0.0238192,0.892997,1.46015,7,4,2,2,2,2,13,6,3,3,3,3,21,11,5,5,5,5,1,1,1,1,1,1,7,4,2,2,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1399,799,400,400,400,400,22081,11543,5258,5258,5258,5258,205,202,2,2,2,2
"302","G((p0) -> (G(((p1) & (X(F(p2)))) -> (X((!(p2)) U ((p2) & (F(p3))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0179458,0.0406321,0.0210152,0.0250708,1.23782,1.30715,31,12,5,5,14,13,162,47,17,17,77,55,608,246,80,80,368,298,1,1,1,1,1,1,13,5,2,2,7,6,5,5,0,0,5,5,1,1,0,0,1,1,1,0,1,1,0,0,6155,2400,1000,1000,2800,2600,154117,62680,20395,20395,93779,75915,58,5,2,2,207,7
"303","G((p0) -> (G((p1) -> ((p2) & (!(p3)) & (X((!(p3)) U (p4)))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00742394,0.023694,0.0198633,0.0234234,1.12691,1.23011,13,6,3,3,7,7,45,14,8,8,23,20,302,130,62,62,208,184,1,1,1,1,1,1,8,5,2,2,4,4,3,1,0,0,3,3,1,1,0,0,1,1,0,0,0,0,0,0,2580,1147,600,600,1400,1400,39207,16394,8099,8099,27155,24020,38,350,2,2,51,51
"304","G((p0) -> (G((p1) -> ((p2) & (X(F(p3)))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0059427,0.0220658,0.0188198,0.0229651,1.06857,1.05098,13,6,3,3,7,7,45,14,8,8,23,20,198,78,38,38,128,116,1,1,1,1,1,1,8,5,2,2,4,4,3,1,0,0,3,3,1,1,0,0,1,1,0,0,0,0,0,0,2600,1185,600,600,1400,1400,52097,20265,9993,9993,33667,30521,10,388,2,2,20,20
"305","G((p0) -> (G((p1) -> (F(p2)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00448032,0.0267234,0.0232333,0.0289789,1.03427,1.50231,12,6,3,3,6,4,40,13,7,7,20,9,120,48,24,24,72,36,1,1,1,1,1,1,7,5,2,2,4,3,3,1,0,0,3,1,1,1,0,0,1,1,1,0,1,1,0,0,2399,1186,600,600,1200,800,62362,24618,12477,12477,37380,18639,12,389,2,2,4,3
"306","G((p0) -> (G(p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0108415,0.0133845,0.0386155,0.0235425,0.913245,1.07079,7,4,2,2,2,2,13,6,3,3,3,3,21,11,5,5,5,5,1,1,1,1,1,1,7,4,2,2,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1398,798,400,400,400,400,21989,11337,5220,5220,5220,5220,204,201,2,2,2,2
"307","G((p0) -> (X((!(p0)) U (p1))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00331986,0.0187419,0.0211202,0.0198454,0.994588,0.957288,4,3,2,2,3,3,13,7,5,5,7,7,21,11,7,7,10,10,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,800,401,400,400,600,600,22215,7426,7405,7405,10572,10572,2,2,1,1,1,1
"308","G((p0) -> (X((p0) | (p1))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00371644,0.00948793,0.0140619,0.0206334,0.837168,0.798201,5,3,2,2,2,2,17,6,4,4,4,4,28,11,7,7,7,7,1,1,1,1,1,1,2,2,1,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,401,400,400,400,400,28349,7094,7070,7070,7070,7070,2,2,1,1,1,1
"309","G((p0) -> (X((p1) R (p2))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00429589,0.0113907,0.0179799,0.0210528,0.806151,0.816518,6,5,2,2,2,2,19,13,4,4,4,4,48,40,12,12,12,12,1,1,1,1,1,1,3,3,1,1,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1200,1000,400,400,400,400,24900,20778,6239,6239,6239,6239,3,3,1,1,1,1
"310","G((p0) -> (p1))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00595445,0.0149276,0.0213025,0.0230099,0.808227,0.913576,2,2,1,1,1,1,3,2,1,1,1,1,9,6,3,3,3,3,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,9162,3069,3054,3054,3054,3054,2,2,1,1,1,1
"311","G((p0) | ((X(p1)) & (X(!(p1)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00280506,0.0085754,0.018233,0.0226006,0.806708,0.81761,2,2,1,1,1,1,3,2,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,6093,2044,2031,2031,2031,2031,2,2,1,1,1,1
"312","G(F((!((p1) <-> (X(p1)))) | (!((p0) <-> (X(p0)))) | (!((p2) <-> (X(p2)))) | (!((p3) <-> (X(p3))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0487728,0.0543739,0.0726115,0.101595,1.09861,1.06339,42,17,34,26,17,17,690,272,473,121,41,41,1088,272,1056,416,400,400,1,1,1,1,1,1,3,2,11,10,9,9,10,0,9,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,6000,2305,5904,4304,3400,3400,206112,46506,248537,86897,101025,101025,3,2,1802,1602,9,9
"313","G(F((!((p1) <-> (X(p1)))) | (!((p0) <-> (X(p0))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00494139,0.0173504,0.0236184,0.0293518,1.0668,1.04101,14,5,14,10,9,9,74,20,65,25,21,21,96,20,88,40,52,52,1,1,1,1,1,1,3,2,7,6,5,5,6,0,5,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,2597,799,2798,1998,1800,1800,83042,16597,91297,41485,53963,53963,3,2,1002,802,5,5
"314","G(F((p0) | (p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00372204,0.0128209,0.0159083,0.0247982,0.918671,0.865866,5,3,1,1,3,3,14,6,2,2,7,7,28,12,4,4,20,20,1,1,1,1,1,1,2,2,1,1,3,3,2,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,994,399,200,200,600,600,28109,8053,4035,4035,20175,20175,2,2,1,1,3,3
"315","G(p0)","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00798859,0.00888312,0.0165875,0.018966,1.16409,0.995867,2,2,1,1,1,1,3,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400,201,200,200,200,200,6243,2089,2081,2081,2081,2081,2,2,1,1,1,1
"316","X(G(((p0) & (!(p1))) -> ((G(!(p1))) | ((!(p1)) U (p2)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00442611,0.0161424,0.0198353,0.0211103,1.01152,1.07625,7,6,3,3,6,6,18,13,5,5,20,14,68,56,22,22,84,62,1,1,1,1,1,1,4,4,2,2,4,4,2,2,0,0,3,3,1,1,0,0,1,1,0,0,0,0,0,0,1192,995,398,398,995,995,31556,25288,7384,7384,31604,20094,4,4,2,2,4,4
