formula;tool;exit_status;exit_code;time;states;edges;transitions;acc;scc;nondet_states;nondet_aut;complete_aut;product_states;product_transitions;product_scc
(!(F(p1))) M (!(F(!(p0))));LTL2SDBA+Opt;ok;0;0.0203689;3;4;5;1;3;1;1;0;598;5023;201
!((!(F(p1))) M (!(F(!(p0)))));ltl2ldba;ok;0;1.06002;3;6;14;1;3;1;1;1;600;14370;3
!((!(F(p1))) M (!(F(!(p0)))));ltl2ldbaOpt;ok;0;0.940608;3;6;14;1;3;1;1;1;600;14370;3
!((!(F(p1))) M (!(F(!(p0)))));S+S;ok;0;0.0230769;3;6;13;1;3;1;1;1;600;13371;3
!((!(F(p1))) M (!(F(!(p0)))));S+SOpt;ok;0;0.0295371;3;6;13;1;3;1;1;1;600;13371;3
!((!(F(p1))) M (!(F(!(p0)))));LTL2SDBA;ok;0;0.00545365;17;57;82;1;9;3;1;0;3388;83895;208
!((!(F(p1))) M (!(F(!(p0)))));LTL2SDBA+Opt;ok;0;0.0243192;5;10;12;1;4;1;1;1;1000;24660;203
(F((!(p1)) W (0))) W (G(p0));ltl2ldba;ok;0;0.967268;4;9;22;1;4;2;1;0;800;22618;4
(F((!(p1)) W (0))) W (G(p0));ltl2ldbaOpt;ok;0;1.01139;4;8;20;1;4;2;1;0;800;20620;4
(F((!(p1)) W (0))) W (G(p0));S+S;ok;0;0.0228936;4;7;18;1;4;2;1;0;601;10236;4
(F((!(p1)) W (0))) W (G(p0));S+SOpt;ok;0;0.0328547;4;7;18;1;4;2;1;0;601;10236;4
(F((!(p1)) W (0))) W (G(p0));LTL2SDBA;ok;0;0.0030338;6;11;26;1;6;4;1;0;1001;18428;6
(F((!(p1)) W (0))) W (G(p0));LTL2SDBA+Opt;ok;0;0.0275089;6;9;22;1;6;2;1;0;808;12307;211
!((F((!(p1)) W (0))) W (G(p0)));ltl2ldba;ok;0;1.01098;2;4;8;1;2;0;0;1;400;8212;2
!((F((!(p1)) W (0))) W (G(p0)));ltl2ldbaOpt;ok;0;1.04009;2;4;8;1;2;0;0;1;400;8212;2
!((F((!(p1)) W (0))) W (G(p0)));S+S;ok;0;0.0206826;2;4;8;1;2;0;0;1;400;8212;2
!((F((!(p1)) W (0))) W (G(p0)));S+SOpt;ok;0;0.0312007;2;4;8;1;2;0;0;1;400;8212;2
!((F((!(p1)) W (0))) W (G(p0)));LTL2SDBA;ok;0;0.00385584;8;26;40;1;4;2;1;1;1398;36901;4
!((F((!(p1)) W (0))) W (G(p0)));LTL2SDBA+Opt;ok;0;0.0157785;4;8;16;1;3;0;0;1;800;16424;202
X(X(((p1) R (X(p0))) -> (!(F(p1)))));ltl2ldba;ok;0;1.0744;7;12;27;1;7;2;1;0;1010;19850;416
X(X(((p1) R (X(p0))) -> (!(F(p1)))));ltl2ldbaOpt;ok;0;1.0324;7;11;26;1;7;1;1;0;1010;18845;416
X(X(((p1) R (X(p0))) -> (!(F(p1)))));S+S;ok;0;0.0219138;6;9;22;1;6;0;0;0;810;14832;415
X(X(((p1) R (X(p0))) -> (!(F(p1)))));S+SOpt;ok;0;0.030304;6;9;22;1;6;0;0;0;810;14832;415
X(X(((p1) R (X(p0))) -> (!(F(p1)))));LTL2SDBA;ok;0;0.00339911;13;26;54;1;9;2;1;0;2223;48596;433
X(X(((p1) R (X(p0))) -> (!(F(p1)))));LTL2SDBA+Opt;ok;0;0.0279435;11;21;44;1;7;1;1;0;1823;38164;428
!(X(X(((p1) R (X(p0))) -> (!(F(p1))))));ltl2ldba;ok;0;1.06978;10;17;31;1;10;2;1;0;1608;23868;818
!(X(X(((p1) R (X(p0))) -> (!(F(p1))))));ltl2ldbaOpt;ok;0;1.0021;7;10;23;1;7;1;1;0;1010;15815;416
!(X(X(((p1) R (X(p0))) -> (!(F(p1))))));S+S;ok;0;0.0216482;6;8;20;1;6;0;0;0;810;12680;415
!(X(X(((p1) R (X(p0))) -> (!(F(p1))))));S+SOpt;ok;0;0.0310541;6;8;20;1;6;0;0;0;810;12680;415
!(X(X(((p1) R (X(p0))) -> (!(F(p1))))));LTL2SDBA;ok;0;0.00423574;7;10;28;1;7;1;1;0;1010;21042;416
!(X(X(((p1) R (X(p0))) -> (!(F(p1))))));LTL2SDBA+Opt;ok;0;0.0183761;6;8;20;1;6;0;0;0;810;12680;415
(p1) M ((!((p0) | (p1))) M ((F(!(p0))) M (F(p0))));ltl2ldba;ok;0;0.9993;4;7;16;1;4;0;0;1;800;17136;4
(p1) M ((!((p0) | (p1))) M ((F(!(p0))) M (F(p0))));ltl2ldbaOpt;ok;0;1.00299;4;7;16;1;4;0;0;1;800;17136;4
(p1) M ((!((p0) | (p1))) M ((F(!(p0))) M (F(p0))));S+S;ok;0;0.02163;4;7;16;1;4;0;0;1;800;17136;4
(p1) M ((!((p0) | (p1))) M ((F(!(p0))) M (F(p0))));S+SOpt;ok;0;0.0308353;4;7;16;1;4;0;0;1;800;17136;4
(p1) M ((!((p0) | (p1))) M ((F(!(p0))) M (F(p0))));LTL2SDBA;ok;0;0.00376008;5;9;27;1;5;3;1;1;1000;28939;5
(p1) M ((!((p0) | (p1))) M ((F(!(p0))) M (F(p0))));LTL2SDBA+Opt;ok;0;0.020443;4;7;16;1;4;0;0;1;800;17136;4
!((p1) M ((!((p0) | (p1))) M ((F(!(p0))) M (F(p0)))));ltl2ldba;ok;0;1.03611;3;5;10;1;3;0;0;0;600;10722;3
!((p1) M ((!((p0) | (p1))) M ((F(!(p0))) M (F(p0)))));ltl2ldbaOpt;ok;0;1.08297;3;5;10;1;3;0;0;0;600;10722;3
!((p1) M ((!((p0) | (p1))) M ((F(!(p0))) M (F(p0)))));S+S;ok;0;0.0219151;3;5;10;1;3;0;0;0;600;10722;3
!((p1) M ((!((p0) | (p1))) M ((F(!(p0))) M (F(p0)))));S+SOpt;ok;0;0.0321564;3;5;10;1;3;0;0;0;600;10722;3
!((p1) M ((!((p0) | (p1))) M ((F(!(p0))) M (F(p0)))));LTL2SDBA;ok;0;0.00549105;14;29;52;1;14;3;1;0;2798;55770;412
!((p1) M ((!((p0) | (p1))) M ((F(!(p0))) M (F(p0)))));LTL2SDBA+Opt;ok;0;0.029643;6;10;22;1;6;2;1;0;1199;23532;204
F((F(p1)) R (!(p1)));ltl2ldba;ok;0;0.835045;4;9;10;1;4;2;1;0;800;20762;4
F((F(p1)) R (!(p1)));ltl2ldbaOpt;ok;0;0.856078;4;7;9;1;4;1;1;0;800;18655;4
F((F(p1)) R (!(p1)));S+S;ok;0;0.0201693;2;3;4;1;2;0;0;1;400;8274;2
F((F(p1)) R (!(p1)));S+SOpt;ok;0;0.0296681;2;3;4;1;2;0;0;1;400;8274;2
F((F(p1)) R (!(p1)));LTL2SDBA;ok;0;0.00337899;9;17;21;1;7;3;1;0;1800;43785;7
F((F(p1)) R (!(p1)));LTL2SDBA+Opt;ok;0;0.0166746;7;10;13;1;5;1;1;0;1400;27006;403
!(F((F(p1)) R (!(p1))));ltl2ldba;ok;0;1.11218;3;5;5;1;3;1;1;0;600;10304;3
!(F((F(p1)) R (!(p1))));ltl2ldbaOpt;ok;0;1.05298;2;2;2;1;2;0;0;0;201;2036;2
!(F((F(p1)) R (!(p1))));S+S;ok;0;0.021355;1;1;1;1;1;0;0;0;200;2030;1
!(F((F(p1)) R (!(p1))));S+SOpt;ok;0;0.0264315;1;1;1;1;1;0;0;0;200;2030;1
!(F((F(p1)) R (!(p1))));LTL2SDBA;ok;0;0.0046554;7;12;12;1;7;2;1;0;1400;25053;405
!(F((F(p1)) R (!(p1))));LTL2SDBA+Opt;ok;0;0.0200305;2;2;2;1;2;0;0;0;201;2036;2
(F((p0) xor ((X(X(X(p0)))) M (p1)))) W (0);ltl2ldba;ok;0;1.14071;15;41;68;1;3;1;1;1;2995;70464;3
(F((p0) xor ((X(X(X(p0)))) M (p1)))) W (0);ltl2ldbaOpt;ok;0;1.17602;15;41;68;1;3;1;1;1;2995;70464;3
(F((p0) xor ((X(X(X(p0)))) M (p1)))) W (0);S+S;ok;0;0.0830078;180;709;753;1;51;31;1;0;35779;776320;9344
(F((p0) xor ((X(X(X(p0)))) M (p1)))) W (0);S+SOpt;ok;0;0.133483;35;98;124;1;14;1;1;0;6977;128228;2194
(F((p0) xor ((X(X(X(p0)))) M (p1)))) W (0);LTL2SDBA;ok;0;0.150557;321;1028;1071;1;173;49;1;0;63827;1.1045e+06;32216
(F((p0) xor ((X(X(X(p0)))) M (p1)))) W (0);LTL2SDBA+Opt;ok;0;0.217102;80;240;288;1;22;4;1;0;15947;297853;3198
!((F((p0) xor ((X(X(X(p0)))) M (p1)))) W (0));ltl2ldba;ok;0;1.22736;34;62;75;1;7;1;1;0;6759;77634;605
!((F((p0) xor ((X(X(X(p0)))) M (p1)))) W (0));ltl2ldbaOpt;ok;0;1.61;28;53;66;1;6;1;1;0;5565;68272;405
!((F((p0) xor ((X(X(X(p0)))) M (p1)))) W (0));S+S;ok;0;0.0376124;39;106;109;1;9;17;1;0;7736;112472;795
!((F((p0) xor ((X(X(X(p0)))) M (p1)))) W (0));S+SOpt;ok;0;0.0493065;15;27;33;1;7;1;1;0;2972;34048;794
!((F((p0) xor ((X(X(X(p0)))) M (p1)))) W (0));LTL2SDBA;ok;0;0.0695967;203;454;484;1;154;33;1;0;40391;500082;27669
!((F((p0) xor ((X(X(X(p0)))) M (p1)))) W (0));LTL2SDBA+Opt;ok;0;0.084277;30;59;66;1;11;3;1;0;5965;68293;1199
F(((p0) W (X(p1))) <-> (F((p1) R (!(p0)))));ltl2ldba;ok;0;1.22004;27;106;150;1;25;8;1;0;4994;135987;1421
F(((p0) W (X(p1))) <-> (F((p1) R (!(p0)))));ltl2ldbaOpt;ok;0;1.21898;18;63;96;1;16;8;1;0;3201;81424;617
F(((p0) W (X(p1))) <-> (F((p1) R (!(p0)))));S+S;ok;0;0.022327;8;15;27;1;8;2;1;0;1596;27433;602
F(((p0) W (X(p1))) <-> (F((p1) R (!(p0)))));S+SOpt;ok;0;0.037024;8;15;27;1;8;2;1;0;1596;27433;602
F(((p0) W (X(p1))) <-> (F((p1) R (!(p0)))));LTL2SDBA;ok;0;0.0133756;19;46;77;1;16;7;1;0;3789;78337;1007
F(((p0) W (X(p1))) <-> (F((p1) R (!(p0)))));LTL2SDBA+Opt;ok;0;0.0190922;12;20;39;1;11;2;1;0;2395;39633;1201
!(F(((p0) W (X(p1))) <-> (F((p1) R (!(p0))))));ltl2ldba;ok;0;1.26158;17;55;74;1;13;7;1;0;2999;57416;614
!(F(((p0) W (X(p1))) <-> (F((p1) R (!(p0))))));ltl2ldbaOpt;ok;0;1.15;12;37;49;1;9;7;1;0;2002;35198;213
!(F(((p0) W (X(p1))) <-> (F((p1) R (!(p0))))));S+S;ok;0;0.0250191;6;15;21;1;5;3;1;0;804;8092;9
!(F(((p0) W (X(p1))) <-> (F((p1) R (!(p0))))));S+SOpt;ok;0;0.0342836;6;15;21;1;5;3;1;0;804;8092;9
!(F(((p0) W (X(p1))) <-> (F((p1) R (!(p0))))));LTL2SDBA;ok;0;0.0326745;94;257;291;1;70;12;1;0;17780;249321;6068
!(F(((p0) W (X(p1))) <-> (F((p1) R (!(p0))))));LTL2SDBA+Opt;ok;0;0.0444639;9;20;26;1;8;3;1;0;1043;9478;248
(p0) <-> (!(G(F(p0))));ltl2ldba;ok;0;0.896744;4;8;10;1;4;2;1;0;601;14704;4
(p0) <-> (!(G(F(p0))));ltl2ldbaOpt;ok;0;0.940931;4;8;9;1;4;2;1;0;601;12572;4
(p0) <-> (!(G(F(p0))));S+S;ok;0;0.0225601;4;7;8;1;4;1;1;0;601;12644;4
(p0) <-> (!(G(F(p0))));S+SOpt;ok;0;0.0328986;4;7;8;1;4;1;1;0;601;12644;4
(p0) <-> (!(G(F(p0))));LTL2SDBA;ok;0;0.00421215;9;21;22;1;6;4;1;0;1601;41994;6
(p0) <-> (!(G(F(p0))));LTL2SDBA+Opt;ok;0;0.0253425;7;12;13;1;6;1;1;0;1008;19120;211
!((p0) <-> (!(G(F(p0)))));ltl2ldba;ok;0;0.971045;4;8;10;1;4;2;1;0;601;14700;4
!((p0) <-> (!(G(F(p0)))));ltl2ldbaOpt;ok;0;0.979544;4;8;9;1;4;2;1;0;601;12568;4
!((p0) <-> (!(G(F(p0)))));S+S;ok;0;0.0198995;4;8;9;1;4;2;1;0;601;12651;4
!((p0) <-> (!(G(F(p0)))));S+SOpt;ok;0;0.028091;4;8;9;1;4;2;1;0;601;12651;4
!((p0) <-> (!(G(F(p0)))));LTL2SDBA;ok;0;0.00402338;9;22;23;1;6;5;1;0;1601;42001;6
!((p0) <-> (!(G(F(p0)))));LTL2SDBA+Opt;ok;0;0.0175031;7;13;14;1;6;2;1;0;1012;19199;215
(p1) R (p0);ltl2ldba;ok;0;0.75071;2;3;6;1;2;0;0;0;395;6174;2
(p1) R (p0);ltl2ldbaOpt;ok;0;0.77101;2;3;6;1;2;0;0;0;395;6174;2
(p1) R (p0);S+S;ok;0;0.0165001;2;3;6;1;2;0;0;0;395;6174;2
(p1) R (p0);S+SOpt;ok;0;0.0269685;2;3;6;1;2;0;0;0;395;6174;2
(p1) R (p0);LTL2SDBA;ok;0;0.00706378;6;10;21;1;6;2;1;0;1190;21613;205
(p1) R (p0);LTL2SDBA+Opt;ok;0;0.0215265;4;6;14;1;4;1;1;0;795;14430;203
!((p1) R (p0));ltl2ldba;ok;0;0.801669;2;3;7;1;2;0;0;0;395;7183;2
!((p1) R (p0));ltl2ldbaOpt;ok;0;0.864577;2;3;7;1;2;0;0;0;395;7183;2
!((p1) R (p0));S+S;ok;0;0.0224077;2;3;7;1;2;0;0;0;395;7183;2
!((p1) R (p0));S+SOpt;ok;0;0.0271254;2;3;7;1;2;0;0;0;395;7183;2
!((p1) R (p0));LTL2SDBA;ok;0;0.00581478;3;5;15;1;3;1;1;0;595;15487;3
!((p1) R (p0));LTL2SDBA+Opt;ok;0;0.0196049;2;3;7;1;2;0;0;0;395;7183;2
((p0) U (p1)) & ((p1) <-> (F(X(!(p1)))));ltl2ldba;ok;0;0.883795;4;6;13;1;4;0;0;0;601;10395;4
((p0) U (p1)) & ((p1) <-> (F(X(!(p1)))));ltl2ldbaOpt;ok;0;0.852372;4;6;13;1;4;0;0;0;601;10395;4
((p0) U (p1)) & ((p1) <-> (F(X(!(p1)))));S+S;ok;0;0.0196694;4;6;13;1;4;0;0;0;601;10395;4
((p0) U (p1)) & ((p1) <-> (F(X(!(p1)))));S+SOpt;ok;0;0.0263732;4;6;13;1;4;0;0;0;601;10395;4
((p0) U (p1)) & ((p1) <-> (F(X(!(p1)))));LTL2SDBA;ok;0;0.00621488;7;11;27;1;7;2;1;0;1009;22934;14
((p0) U (p1)) & ((p1) <-> (F(X(!(p1)))));LTL2SDBA+Opt;ok;0;0.0161691;7;9;21;1;7;0;0;0;886;15402;289
!(((p0) U (p1)) & ((p1) <-> (F(X(!(p1))))));ltl2ldba;ok;0;1.08346;4;7;14;1;4;0;0;0;601;10400;4
!(((p0) U (p1)) & ((p1) <-> (F(X(!(p1))))));ltl2ldbaOpt;ok;0;0.999782;4;7;14;1;4;0;0;0;601;10400;4
!(((p0) U (p1)) & ((p1) <-> (F(X(!(p1))))));S+S;ok;0;0.022373;4;7;14;1;4;0;0;0;601;10400;4
!(((p0) U (p1)) & ((p1) <-> (F(X(!(p1))))));S+SOpt;ok;0;0.0333723;4;7;14;1;4;0;0;0;601;10400;4
!(((p0) U (p1)) & ((p1) <-> (F(X(!(p1))))));LTL2SDBA;ok;0;0.00469378;10;19;36;1;10;4;1;0;1800;32202;210
!(((p0) U (p1)) & ((p1) <-> (F(X(!(p1))))));LTL2SDBA+Opt;ok;0;0.0270918;8;14;27;1;8;2;1;0;1210;20895;216
(!(p1)) U (X(p0));ltl2ldba;ok;0;0.831269;4;7;14;1;4;0;0;0;600;10614;203
(!(p1)) U (X(p0));ltl2ldbaOpt;ok;0;0.81173;4;7;14;1;4;0;0;0;600;10614;203
(!(p1)) U (X(p0));S+S;ok;0;0.0191946;4;7;14;1;4;0;0;0;600;10614;203
(!(p1)) U (X(p0));S+SOpt;ok;0;0.0291831;4;7;14;1;4;0;0;0;600;10614;203
(!(p1)) U (X(p0));LTL2SDBA;ok;0;0.00380975;4;6;20;1;4;2;1;0;800;21131;203
(!(p1)) U (X(p0));LTL2SDBA+Opt;ok;0;0.0171026;4;7;14;1;4;0;0;0;600;10614;203
!((!(p1)) U (X(p0)));ltl2ldba;ok;0;0.893692;4;6;12;1;4;0;0;0;600;8324;203
!((!(p1)) U (X(p0)));ltl2ldbaOpt;ok;0;0.878262;4;6;12;1;4;0;0;0;600;8324;203
!((!(p1)) U (X(p0)));S+S;ok;0;0.0214506;4;6;12;1;4;0;0;0;600;8324;203
!((!(p1)) U (X(p0)));S+SOpt;ok;0;0.0322733;4;6;12;1;4;0;0;0;600;8324;203
!((!(p1)) U (X(p0)));LTL2SDBA;ok;0;0.00393506;8;17;36;1;8;3;1;0;1399;24963;406
!((!(p1)) U (X(p0)));LTL2SDBA+Opt;ok;0;0.0305996;6;9;22;1;6;1;1;0;1000;14610;404
(X(X(!(p0)))) M (1);ltl2ldba;ok;0;0.824576;4;5;8;1;4;0;0;1;416;8782;18
(X(X(!(p0)))) M (1);ltl2ldbaOpt;ok;0;0.77686;4;5;8;1;4;0;0;1;416;8782;18
(X(X(!(p0)))) M (1);S+S;ok;0;0.0208845;4;5;8;1;4;0;0;1;416;8782;18
(X(X(!(p0)))) M (1);S+SOpt;ok;0;0.0282813;4;5;8;1;4;0;0;1;416;8782;18
(X(X(!(p0)))) M (1);LTL2SDBA;ok;0;0.00361272;5;7;12;1;5;1;1;1;616;17246;19
(X(X(!(p0)))) M (1);LTL2SDBA+Opt;ok;0;0.0119071;4;5;8;1;4;0;0;1;416;8782;18
!((X(X(!(p0)))) M (1));ltl2ldba;ok;0;0.927201;3;3;5;1;3;0;0;0;216;2425;17
!((X(X(!(p0)))) M (1));ltl2ldbaOpt;ok;0;0.820705;3;3;5;1;3;0;0;0;216;2425;17
!((X(X(!(p0)))) M (1));S+S;ok;0;0.0200368;3;3;5;1;3;0;0;0;216;2425;17
!((X(X(!(p0)))) M (1));S+SOpt;ok;0;0.0285751;3;3;5;1;3;0;0;0;216;2425;17
!((X(X(!(p0)))) M (1));LTL2SDBA;ok;0;0.00369525;4;5;7;1;4;1;1;0;416;6639;18
!((X(X(!(p0)))) M (1));LTL2SDBA+Opt;ok;0;0.0208622;4;4;6;1;4;0;0;0;375;4080;176
(!(p0)) <-> (((F(p1)) & (X(p1))) -> (p1));ltl2ldba;ok;0;0.853608;4;6;11;1;4;0;0;0;212;4302;13
(!(p0)) <-> (((F(p1)) & (X(p1))) -> (p1));ltl2ldbaOpt;ok;0;0.82458;4;6;11;1;4;0;0;0;212;4302;13
(!(p0)) <-> (((F(p1)) & (X(p1))) -> (p1));S+S;ok;0;0.0204773;4;6;11;1;4;0;0;0;212;4302;13
(!(p0)) <-> (((F(p1)) & (X(p1))) -> (p1));S+SOpt;ok;0;0.0268089;4;6;11;1;4;0;0;0;212;4302;13
(!(p0)) <-> (((F(p1)) & (X(p1))) -> (p1));LTL2SDBA;ok;0;0.00592494;5;8;19;1;5;1;1;0;412;12624;14
(!(p0)) <-> (((F(p1)) & (X(p1))) -> (p1));LTL2SDBA+Opt;ok;0;0.0203717;4;6;11;1;4;0;0;0;212;4302;13
!((!(p0)) <-> (((F(p1)) & (X(p1))) -> (p1)));ltl2ldba;ok;0;0.995087;4;6;11;1;4;0;0;0;212;4310;13
!((!(p0)) <-> (((F(p1)) & (X(p1))) -> (p1)));ltl2ldbaOpt;ok;0;1.04685;4;6;11;1;4;0;0;0;212;4310;13
!((!(p0)) <-> (((F(p1)) & (X(p1))) -> (p1)));S+S;ok;0;0.0201995;4;6;11;1;4;0;0;0;212;4310;13
!((!(p0)) <-> (((F(p1)) & (X(p1))) -> (p1)));S+SOpt;ok;0;0.0303078;4;6;11;1;4;0;0;0;212;4310;13
!((!(p0)) <-> (((F(p1)) & (X(p1))) -> (p1)));LTL2SDBA;ok;0;0.00407335;5;8;19;1;5;1;1;0;412;12632;14
!((!(p0)) <-> (((F(p1)) & (X(p1))) -> (p1)));LTL2SDBA+Opt;ok;0;0.0180334;4;6;11;1;4;0;0;0;212;4310;13
((p0) R (p1)) R (!((p1) xor (F(p1))));ltl2ldba;ok;0;0.937455;3;5;10;1;3;0;0;0;598;10103;3
((p0) R (p1)) R (!((p1) xor (F(p1))));ltl2ldbaOpt;ok;0;0.969911;3;5;10;1;3;0;0;0;598;10103;3
((p0) R (p1)) R (!((p1) xor (F(p1))));S+S;ok;0;0.0196698;3;5;10;1;3;0;0;0;598;10103;3
((p0) R (p1)) R (!((p1) xor (F(p1))));S+SOpt;ok;0;0.0271927;3;5;10;1;3;0;0;0;598;10103;3
((p0) R (p1)) R (!((p1) xor (F(p1))));LTL2SDBA;ok;0;0.00848704;13;25;51;1;13;3;1;0;2596;51560;411
((p0) R (p1)) R (!((p1) xor (F(p1))));LTL2SDBA+Opt;ok;0;0.0211547;6;9;20;1;6;1;1;0;1198;20275;404
!(((p0) R (p1)) R (!((p1) xor (F(p1)))));ltl2ldba;ok;0;0.988267;3;5;11;1;3;0;0;0;598;11165;3
!(((p0) R (p1)) R (!((p1) xor (F(p1)))));ltl2ldbaOpt;ok;0;0.945877;3;5;11;1;3;0;0;0;598;11165;3
!(((p0) R (p1)) R (!((p1) xor (F(p1)))));S+S;ok;0;0.0205307;3;5;11;1;3;0;0;0;598;11165;3
!(((p0) R (p1)) R (!((p1) xor (F(p1)))));S+SOpt;ok;0;0.031966;3;5;11;1;3;0;0;0;598;11165;3
!(((p0) R (p1)) R (!((p1) xor (F(p1)))));LTL2SDBA;ok;0;0.00397759;5;11;26;1;4;3;1;0;998;26354;4
!(((p0) R (p1)) R (!((p1) xor (F(p1)))));LTL2SDBA+Opt;ok;0;0.0209152;3;5;11;1;3;0;0;0;598;11165;3
(p0) M ((p0) W ((!(p0)) | (X(!(X(p1))))));ltl2ldba;ok;0;1.09688;5;9;20;1;5;1;1;0;1000;20810;206
(p0) M ((p0) W ((!(p0)) | (X(!(X(p1))))));ltl2ldbaOpt;ok;0;1.04499;3;5;6;1;3;1;1;0;600;12486;3
(p0) M ((p0) W ((!(p0)) | (X(!(X(p1))))));S+S;ok;0;0.0196186;2;3;4;1;2;0;0;1;400;8324;2
(p0) M ((p0) W ((!(p0)) | (X(!(X(p1))))));S+SOpt;ok;0;0.030646;2;3;4;1;2;0;0;1;400;8324;2
(p0) M ((p0) W ((!(p0)) | (X(!(X(p1))))));LTL2SDBA;ok;0;0.00370776;3;5;8;1;3;1;1;1;600;16648;3
(p0) M ((p0) W ((!(p0)) | (X(!(X(p1))))));LTL2SDBA+Opt;ok;0;0.0229833;2;3;4;1;2;0;0;1;400;8324;2
!((p0) M ((p0) W ((!(p0)) | (X(!(X(p1)))))));ltl2ldba;ok;0;1.0112;4;6;11;1;4;1;1;0;800;11451;205
!((p0) M ((p0) W ((!(p0)) | (X(!(X(p1)))))));ltl2ldbaOpt;ok;0;1.07483;2;2;2;1;2;0;0;0;201;2117;2
!((p0) M ((p0) W ((!(p0)) | (X(!(X(p1)))))));S+S;ok;0;0.0197823;1;1;1;1;1;0;0;0;200;2101;1
!((p0) M ((p0) W ((!(p0)) | (X(!(X(p1)))))));S+SOpt;ok;0;0.0309709;1;1;1;1;1;0;0;0;200;2101;1
!((p0) M ((p0) W ((!(p0)) | (X(!(X(p1)))))));LTL2SDBA;ok;0;0.00415172;2;3;3;1;2;1;1;0;400;6303;2
!((p0) M ((p0) W ((!(p0)) | (X(!(X(p1)))))));LTL2SDBA+Opt;ok;0;0.0185237;2;2;2;1;2;0;0;0;201;2117;2
X(G(!(X(p1))));ltl2ldba;ok;0;0.806541;3;3;5;1;3;0;0;0;222;2542;23
X(G(!(X(p1))));ltl2ldbaOpt;ok;0;0.818235;3;3;5;1;3;0;0;0;222;2542;23
X(G(!(X(p1))));S+S;ok;0;0.0196808;3;3;5;1;3;0;0;0;222;2542;23
X(G(!(X(p1))));S+SOpt;ok;0;0.0268669;3;3;5;1;3;0;0;0;222;2542;23
X(G(!(X(p1))));LTL2SDBA;ok;0;0.00345154;4;5;7;1;4;1;1;0;422;6710;24
X(G(!(X(p1))));LTL2SDBA+Opt;ok;0;0.0107634;4;4;6;1;4;0;0;0;401;4412;202
!(X(G(!(X(p1)))));ltl2ldba;ok;0;0.802795;4;5;8;1;4;0;0;1;422;8876;24
!(X(G(!(X(p1)))));ltl2ldbaOpt;ok;0;0.94587;4;5;8;1;4;0;0;1;422;8876;24
!(X(G(!(X(p1)))));S+S;ok;0;0.0201637;4;5;8;1;4;0;0;1;422;8876;24
!(X(G(!(X(p1)))));S+SOpt;ok;0;0.0284933;4;5;8;1;4;0;0;1;422;8876;24
!(X(G(!(X(p1)))));LTL2SDBA;ok;0;0.00444265;5;7;12;1;5;1;1;1;622;17294;25
!(X(G(!(X(p1)))));LTL2SDBA+Opt;ok;0;0.0102851;4;5;8;1;4;0;0;1;422;8876;24
G(F((G(p0)) W ((p1) R (!(X(p1))))));ltl2ldba;ok;0;1.04051;5;10;28;1;4;1;1;0;1000;29698;4
G(F((G(p0)) W ((p1) R (!(X(p1))))));ltl2ldbaOpt;ok;0;1.0423;5;10;28;1;4;1;1;0;1000;29698;4
G(F((G(p0)) W ((p1) R (!(X(p1))))));S+S;ok;0;0.021075;8;20;40;1;6;4;1;0;1600;42101;6
G(F((G(p0)) W ((p1) R (!(X(p1))))));S+SOpt;ok;0;0.032445;8;13;28;1;7;1;1;0;1600;29566;604
G(F((G(p0)) W ((p1) R (!(X(p1))))));LTL2SDBA;ok;0;0.00746413;18;66;87;1;11;5;1;0;3390;76952;607
G(F((G(p0)) W ((p1) R (!(X(p1))))));LTL2SDBA+Opt;ok;0;0.0252186;7;12;26;1;6;1;1;0;1400;27475;404
!(G(F((G(p0)) W ((p1) R (!(X(p1)))))));ltl2ldba;ok;0;1.10549;4;10;18;1;4;1;1;0;800;19169;4
!(G(F((G(p0)) W ((p1) R (!(X(p1)))))));ltl2ldbaOpt;ok;0;1.0503;4;8;15;1;4;1;1;0;800;15974;203
!(G(F((G(p0)) W ((p1) R (!(X(p1)))))));S+S;ok;0;0.0212025;2;4;8;1;2;1;1;0;400;8570;2
!(G(F((G(p0)) W ((p1) R (!(X(p1)))))));S+SOpt;ok;0;0.0295771;2;4;8;1;2;1;1;0;400;8570;2
!(G(F((G(p0)) W ((p1) R (!(X(p1)))))));LTL2SDBA;ok;0;0.00532775;14;57;67;1;9;5;1;0;2789;70992;405
!(G(F((G(p0)) W ((p1) R (!(X(p1)))))));LTL2SDBA+Opt;ok;0;0.0315182;7;17;22;1;6;1;1;0;1399;23529;603
(p1) & (((p0) | ((!(p1)) & (G(p0)))) R (p0));ltl2ldba;ok;0;0.949476;2;2;5;1;2;0;0;0;201;4243;2
(p1) & (((p0) | ((!(p1)) & (G(p0)))) R (p0));ltl2ldbaOpt;ok;0;0.961198;2;2;5;1;2;0;0;0;201;4243;2
(p1) & (((p0) | ((!(p1)) & (G(p0)))) R (p0));S+S;ok;0;0.0187875;2;2;5;1;2;0;0;0;201;4243;2
(p1) & (((p0) | ((!(p1)) & (G(p0)))) R (p0));S+SOpt;ok;0;0.027253;2;2;5;1;2;0;0;0;201;4243;2
(p1) & (((p0) | ((!(p1)) & (G(p0)))) R (p0));LTL2SDBA;ok;0;0.00565431;3;4;13;1;3;1;1;0;401;12719;3
(p1) & (((p0) | ((!(p1)) & (G(p0)))) R (p0));LTL2SDBA+Opt;ok;0;0.0175359;2;2;5;1;2;0;0;0;201;4243;2
